user_id_map,app_name_id,timestamp,state_label,comma_separated_list_of_features
8046,2045,7066.96,0,0,0
1888,1710,7267.083,0,0,0
3915,2042,7274.003,0,0,0
3812,3959,7508.06,0,0,0
9023,7279,7703.14,0,0,0
5564,1893,7718.853,0,0,0
1757,1893,7738.47,0,0,0
3812,3868,7745.74,0,0,0
3726,3308,7833.907,0,0,0
3812,1417,7841.293,0,0,0
7716,3184,7874.017,0,0,0
9219,886,7934.27,0,0,0
3812,1514,7976.917,0,0,0
3812,3057,8018.427,0,0,0
3915,4758,8077.23,0,0,0
2898,1586,8147.45,0,0,0
2837,1893,8162.683,0,0,0
8636,7704,8366.303,0,0,0
7208,5814,8631.83,0,0,0
5372,4750,8676.567,0,0,0
7312,5673,8728.3,0,0,0
1888,6720,8955.27,0,0,0
1279,6288,9039.523,0,0,0
1754,5573,9097.983,0,0,0
7716,4194,9118.673,0,0,0
7716,2391,9214.293,0,0,0
5279,6857,9242.097,0,0,0
7716,1534,9261.95,0,0,0
1754,6544,9284.267,0,0,0
5279,7158,9331.0,0,0,0
7230,5672,9331.927,0,0,0
7716,6153,9368.04,0,0,0
8475,2665,9523.84,0,0,0
5342,5273,9645.103,0,0,0
2837,6815,9750.347,0,0,0
6012,5739,10055.69,0,0,0
6012,5739,10154.22,0,0,0
8829,5814,10170.02,0,0,0
6444,5673,10242.84,0,0,0
4482,3621,10267.967,0,0,0
7475,558,10323.987,0,0,0
2438,4330,10370.967,0,0,0
4473,2817,10419.403,0,0,0
1993,5672,10636.577,0,0,0
7230,5672,10659.047,0,0,0
3945,4850,10660.743,0,0,0
7208,1244,10834.547,0,0,0
8011,7090,10923.61,0,0,0
7716,7690,10952.483,0,0,0
2446,576,10988.477,0,0,0
7716,1800,11058.34,0,0,0
627,1313,11091.89,0,0,0
6569,6608,11344.32,0,0,0
9275,94,11375.073,0,0,0
4481,5671,11560.33,0,0,0
627,6292,11583.993,0,0,0
7208,5815,11765.853,0,0,0
8502,576,11788.237,0,0,0
7588,3004,11845.5,0,0,0
3059,4834,11921.84,0,0,0
3772,7158,11957.017,0,0,0
7588,2350,11957.383,0,0,0
3059,1749,11986.27,0,0,0
1177,2576,12065.553,0,0,0
3726,3308,12221.037,0,0,0
1177,2288,12230.71,0,0,0
1177,5372,12238.977,0,0,0
8667,442,12308.013,0,0,0
5905,2026,12330.07,0,0,0
1177,3087,12351.223,0,0,0
6444,7782,12354.563,0,0,0
1177,535,12428.903,0,0,0
9369,7671,12466.563,0,0,0
1177,2689,12586.357,0,0,0
1177,3260,12716.31,0,0,0
6444,4414,12742.257,0,0,0
1177,2977,12818.133,0,0,0
5469,5119,12825.603,0,0,0
7265,5460,12851.753,0,0,0
7230,6425,12854.043,0,0,0
4753,2349,12868.463,0,0,0
1177,498,12887.123,0,0,0
1177,1358,12951.307,0,0,0
1177,3319,12955.477,0,0,0
1177,745,12983.167,0,0,0
1177,718,13039.313,0,0,0
8502,3308,13089.56,0,0,0
8469,3308,13368.027,0,0,0
2212,7082,13481.613,0,0,0
2212,3087,13517.117,0,0,0
6012,5739,13583.99,0,0,0
5011,1997,13779.077,0,0,0
5011,559,13780.027,0,0,0
8469,3308,13792.187,0,0,0
5011,3576,13856.497,0,0,0
5011,3905,13864.63,0,0,0
5011,5814,13906.337,0,0,0
5011,4832,13919.463,0,0,0
8469,1932,13955.183,0,0,0
8469,2677,13969.533,0,0,0
7265,5469,14117.387,0,0,0
8469,2280,14259.76,0,0,0
1177,3868,14262.53,0,0,0
1177,4504,14281.783,0,0,0
8469,453,14293.147,0,0,0
8469,3744,14334.237,0,0,0
8469,5082,14385.063,0,0,0
8469,7505,14390.087,0,0,0
7265,1051,14440.777,0,0,0
2809,3276,14500.647,0,0,0
659,155,14560.03,0,0,0
8469,4608,14654.33,0,0,0
659,365,14658.323,0,0,0
803,4330,14702.357,0,0,0
4099,3157,14731.077,0,0,0
2809,6427,14804.167,0,0,0
659,5438,14907.237,0,0,0
9028,3308,14911.913,0,0,0
3906,6295,14996.767,0,0,0
6012,5739,15223.413,0,0,0
8020,7345,15396.62,0,0,0
2125,6367,15408.84,0,0,0
8409,7355,15519.387,0,0,0
8469,608,15535.357,0,0,0
8409,3111,15617.37,0,0,0
8409,3113,15640.763,0,0,0
5485,4482,15760.097,0,0,0
8469,2047,16005.13,0,0,0
1482,4553,16126.747,0,0,0
8469,6855,16236.953,0,0,0
8469,3045,16264.057,0,0,0
9097,6367,16576.697,0,0,0
9097,5663,16615.42,0,0,0
9097,3533,16696.877,0,0,0
5485,7345,16745.013,0,0,0
3753,3868,16821.403,0,0,0
5548,559,16829.45,0,0,0
8469,5921,16935.293,0,0,0
8469,4280,16972.863,0,0,0
8469,4792,16996.163,0,0,0
5548,2995,17117.393,0,0,0
5548,2037,17130.127,0,0,0
5548,6181,17155.037,0,0,0
8469,6181,17155.84,0,0,0
2301,5119,17192.16,0,0,0
2809,2995,17197.25,0,0,0
59,1051,17209.66,0,0,0
8469,5563,17405.51,0,0,0
8469,6403,17433.863,0,0,0
3726,3308,17574.363,0,0,0
2809,6145,17710.007,0,0,0
8020,2013,17896.463,0,0,0
8020,4538,18042.073,0,0,0
2062,7158,19038.893,0,0,0
2809,2552,19121.5,0,0,0
1177,2606,19167.263,0,0,0
6363,4214,19203.427,0,0,0
6550,1320,19222.653,0,0,0
2340,2576,19595.987,0,0,0
8469,1514,19715.39,0,0,0
1255,6300,19989.553,0,0,0
9540,7082,21035.103,0,0,0
1255,3710,21237.493,0,0,0
1255,3728,21441.643,0,0,0
1255,175,21493.433,0,0,0
8409,1621,22613.077,0,0,0
8409,4832,22645.513,0,0,0
394,3911,22726.853,0,0,0
8186,3907,22955.17,0,0,0
2809,5357,23253.117,0,0,0
394,1174,23291.33,0,0,0
2340,3276,23376.153,0,0,0
2340,3308,23382.073,0,0,0
394,6940,23408.517,0,0,0
6954,5814,23496.72,0,0,0
8409,4029,23795.153,0,0,0
9112,434,23979.45,0,0,0
5558,1417,24050.663,0,0,0
2125,2013,24163.073,0,0,0
2125,6367,24180.42,0,0,0
2125,6891,24402.777,0,0,0
2125,1361,24548.033,0,0,0
2125,535,24580.017,0,0,0
2125,2612,24654.45,0,0,0
2125,2607,24661.293,0,0,0
2125,795,24749.457,0,0,0
830,4076,24910.48,0,0,0
3950,7787,24941.36,0,0,0
4192,7722,26217.553,0,0,0
8409,4824,26518.123,0,0,0
3363,1575,26550.193,0,0,0
4192,2060,26600.053,0,0,0
2063,2606,26718.723,0,0,0
2063,4942,26789.687,0,0,0
4192,2311,26851.673,0,0,0
3363,2607,27744.267,0,0,0
7989,4492,27945.763,0,0,0
8099,2045,28475.393,0,0,0
540,5008,28478.483,0,0,0
8409,5835,28567.837,0,0,0
414,1924,28853.647,0,0,0
540,2611,28944.823,0,0,0
8531,7158,29324.02,0,0,0
1415,1417,29640.907,0,0,0
1415,2404,29767.607,0,0,0
1415,5009,29943.133,0,0,0
5041,6637,29969.7,0,0,0
9828,2760,30118.34,0,0,0
6224,5672,30334.2,0,0,0
2634,1361,30986.383,0,0,0
9069,1514,30999.857,0,0,0
151,4162,31061.957,0,0,0
1664,6030,31203.92,0,0,0
6224,4160,31469.34,0,0,0
1415,2487,31469.693,0,0,0
1415,4768,31746.677,0,0,0
9025,1441,31827.477,0,0,0
1415,3751,31860.63,0,0,0
9025,5835,31919.72,0,0,0
9043,660,32034.283,0,0,0
8947,6242,32038.167,0,0,0
9025,5113,32152.32,0,0,0
5424,6743,32307.423,0,0,0
3449,4941,32307.79,0,0,0
7983,504,32386.39,0,0,0
5424,2788,32408.843,0,0,0
1357,1093,32440.857,0,0,0
9025,4246,32469.957,0,0,0
3873,7629,32479.597,0,0,0
5826,2318,32611.877,0,0,0
9069,3156,32653.003,0,0,0
5424,6806,32706.03,0,0,0
8722,1564,32752.573,0,0,0
3915,576,32828.043,0,0,0
9004,1080,32887.133,0,0,0
9965,4538,32896.897,0,0,0
3915,3111,32900.61,0,0,0
5544,2315,33002.627,0,0,0
7844,4536,33002.977,0,0,0
8722,4866,33088.457,0,0,0
5424,2998,33178.247,0,0,0
5826,1766,33190.377,0,0,0
5424,740,33209.17,0,0,0
3319,832,33219.273,0,0,0
3818,4331,33234.153,0,0,0
962,5672,33259.467,0,0,0
5914,4926,33287.02,0,0,0
962,5641,33455.33,0,0,0
9004,3162,33561.223,0,0,0
962,4935,33645.103,0,0,0
2046,596,33686.0,0,0,0
1664,6026,33747.52,0,0,0
428,5693,33874.31,0,0,0
5826,1778,33875.92,0,0,0
1664,6029,33915.487,0,0,0
6173,749,33992.77,0,0,0
2316,442,34138.63,0,0,0
8531,6924,34287.9,0,0,0
8522,5468,34292.783,0,0,0
1368,3264,34310.247,0,0,0
1982,1235,34488.043,0,0,0
6650,6742,34613.73,0,0,0
234,2646,34735.807,0,0,0
9800,3146,34905.017,0,0,0
532,1417,34956.043,0,0,0
488,7158,35556.053,0,0,0
1664,547,35606.907,0,0,0
491,922,35674.473,0,0,0
6178,3609,35687.433,0,0,0
1415,2673,35889.787,0,0,0
2364,504,35976.08,0,0,0
1415,3725,36021.743,0,0,0
2738,2005,36198.187,0,0,0
1040,3483,36279.26,0,0,0
8060,6291,36358.483,0,0,0
1879,1759,36404.797,0,0,0
8995,2013,36523.517,0,0,0
3036,5556,36535.487,0,0,0
1879,1312,36546.74,0,0,0
6622,2525,36567.27,0,0,0
1415,4868,36586.567,0,0,0
4180,1185,36608.933,0,0,0
1879,4519,36622.45,0,0,0
1415,4218,36656.677,0,0,0
1879,2673,36701.803,0,0,0
4926,1322,36708.903,0,0,0
1322,2814,36727.983,0,0,0
1879,3698,36730.09,0,0,0
1879,365,36776.047,0,0,0
6762,951,36871.057,0,0,0
1879,129,36871.227,0,0,0
8292,4632,36940.663,0,0,0
1879,3049,36943.383,0,0,0
253,2487,36956.403,0,0,0
1879,2436,37032.003,0,0,0
1415,1669,37125.707,0,0,0
112,3586,37131.41,0,0,0
6648,5814,37137.187,0,0,0
78,5057,37138.843,0,0,0
5372,4768,37154.177,0,0,0
78,1401,37206.93,0,0,0
1415,1663,37210.153,0,0,0
6638,1437,37273.14,0,0,0
6088,515,37288.2,0,0,0
1879,5556,37306.85,0,0,0
1415,1396,37322.06,0,0,0
1415,7715,37384.037,0,0,0
275,7826,37409.293,0,0,0
6457,3940,37416.987,0,0,0
6218,2002,37439.897,0,0,0
1415,2410,37476.327,0,0,0
4180,1185,37499.473,0,0,0
1879,4021,37515.913,0,0,0
1879,650,37579.94,0,0,0
1415,495,37588.127,0,0,0
2542,7071,37614.267,0,0,0
1415,5342,37691.487,0,0,0
1879,1901,37694.55,0,0,0
1879,1481,37793.36,0,0,0
1879,495,37901.527,0,0,0
6140,1417,37955.473,0,0,0
5825,4306,37976.13,0,0,0
6140,7225,37993.477,0,0,0
4651,2881,38046.103,0,0,0
1879,1263,38064.65,0,0,0
4265,2013,38071.103,0,0,0
1722,6047,38091.483,0,0,0
1879,4839,38103.323,0,0,0
5040,495,38134.083,0,0,0
4651,2863,38223.023,0,0,0
5040,7460,38396.393,0,0,0
5040,7460,38412.82,0,0,0
3036,7505,38415.153,0,0,0
1879,2178,38443.24,0,0,0
6088,1728,38599.443,0,0,0
7478,3308,38712.907,0,0,0
4858,3111,38754.897,0,0,0
2601,7614,38849.59,0,0,0
5193,6337,38871.32,0,0,0
5724,7668,38884.047,0,0,0
2718,4306,38970.147,0,0,0
5041,7025,38975.507,0,0,0
6545,6242,38988.767,0,0,0
1806,559,39005.407,0,0,0
1806,1729,39020.203,0,0,0
6545,3688,39034.267,0,0,0
5193,6336,39065.767,0,0,0
5193,6335,39070.82,0,0,0
240,5375,39114.607,0,0,0
2807,1749,39127.103,0,0,0
2042,3308,39141.433,0,0,0
6638,4162,39164.84,0,0,0
4651,3982,39368.35,0,0,0
6088,2752,39421.62,0,0,0
1570,4519,39436.06,0,0,0
5424,3308,39563.517,0,0,0
9821,1361,39590.393,0,0,0
2601,7614,39599.797,0,0,0
1570,3688,39638.473,0,0,0
8794,5119,39666.26,0,0,0
9610,4827,39789.943,0,0,0
4284,4555,39834.71,0,0,0
1570,7738,39892.707,0,0,0
1722,3533,39988.91,0,0,0
6385,3680,40016.507,0,0,0
3,3533,40030.727,0,0,0
6088,2446,40044.11,0,0,0
4309,7090,40238.117,0,0,0
1667,7411,40308.187,0,0,0
1722,589,40324.4,0,0,0
8531,7090,40350.997,0,0,0
8070,6242,40389.957,0,0,0
8636,6587,40397.403,0,0,0
5648,6047,40417.35,0,0,0
2807,3501,40475.297,0,0,0
5648,349,40507.687,0,0,0
8531,7090,40540.49,0,0,0
2293,2818,40540.697,0,0,0
8441,5739,40570.573,0,0,0
8722,6839,40594.397,0,0,0
8531,1030,40607.48,0,0,0
2027,5739,40616.23,0,0,0
1558,6839,40645.723,0,0,0
2807,576,40651.093,0,0,0
6757,6274,40696.117,0,0,0
1722,4925,40732.68,0,0,0
3971,5673,40792.01,0,0,0
9803,4474,40810.677,0,0,0
3818,5030,40812.563,0,0,0
1332,3261,40831.613,0,0,0
5573,3291,40843.91,0,0,0
2293,5917,40859.767,0,0,0
2807,2819,40869.727,0,0,0
9611,6010,40898.84,0,0,0
2073,4214,40989.417,0,0,0
8070,6242,41010.59,0,0,0
9803,6654,41035.773,0,0,0
9821,4153,41145.47,0,0,0
4807,3308,41146.67,0,0,0
1888,6711,41166.757,0,0,0
510,7870,41179.923,0,0,0
8531,7090,41232.91,0,0,0
2621,385,41249.3,0,0,0
9025,495,41268.86,0,0,0
2807,4556,41371.193,0,0,0
1667,6750,41400.67,0,0,0
1667,6748,41402.933,0,0,0
5426,4516,41407.02,0,0,0
1667,5367,41414.11,0,0,0
1667,4173,41417.343,0,0,0
8154,6118,41418.403,0,0,0
1667,5553,41502.137,0,0,0
1667,423,41502.153,0,0,0
9848,1175,41546.697,0,0,0
1722,2751,41560.82,0,0,0
3402,559,41650.09,0,0,0
1332,4218,41655.727,0,0,0
5426,4534,41676.41,0,0,0
5426,5366,41677.377,0,0,0
4309,5673,41680.273,0,0,0
4564,3686,41687.17,0,0,0
7127,5641,41708.61,0,0,0
9025,2947,41815.823,0,0,0
5543,2908,41864.927,0,0,0
2001,2015,41914.627,0,0,0
8531,1030,41940.09,0,0,0
1819,5930,41950.693,0,0,0
4532,2924,41982.357,0,0,0
9169,5179,42073.823,0,0,0
1722,3080,42112.833,0,0,0
5573,6515,42174.317,0,0,0
3460,1113,42176.577,0,0,0
2613,7030,42211.917,0,0,0
3460,1105,42215.973,0,0,0
6088,7090,42219.323,0,0,0
2613,6733,42265.927,0,0,0
2976,2646,42267.063,0,0,0
9169,2537,42270.517,0,0,0
3460,4663,42279.123,0,0,0
9025,3261,42336.523,0,0,0
3244,3905,42353.573,0,0,0
9821,1152,42405.233,0,0,0
3978,2357,42435.86,0,0,0
3978,6766,42490.367,0,0,0
2569,2457,42504.887,0,0,0
2569,6024,42537.03,0,0,0
9821,1520,42586.097,0,0,0
8801,1902,42608.553,0,0,0
7752,2013,42632.04,0,0,0
2613,7030,42679.7,0,0,0
9025,11,42744.51,0,0,0
9821,1151,42785.543,0,0,0
8500,1706,42866.01,0,0,0
3102,7523,42882.913,0,0,0
2569,559,42902.543,0,0,0
2751,4411,42967.96,0,0,0
9025,6951,42988.92,0,0,0
6567,7581,42995.203,0,0,0
2446,576,43120.027,0,0,0
2340,1636,43187.827,0,0,0
8179,4519,43254.73,0,0,0
7114,7453,43277.19,0,0,0
5532,6242,43283.68,0,0,0
3923,5672,43325.057,0,0,0
6840,2606,43325.373,0,0,0
2446,4547,43383.063,0,0,0
4265,5671,43449.65,0,0,0
3460,1104,43455.06,0,0,0
4472,1029,43476.08,0,0,0
7114,1437,43495.827,0,0,0
9025,4521,43561.513,0,0,0
7114,5646,43690.82,0,0,0
6829,5814,43764.61,0,0,0
7702,3038,43779.987,0,0,0
240,7337,43804.46,0,0,0
6274,7801,43858.25,0,0,0
5301,6469,43864.21,0,0,0
5361,5672,43890.66,0,0,0
8801,2537,43982.103,0,0,0
7466,6242,44018.55,0,0,0
3460,6933,44023.453,0,0,0
3923,1211,44040.273,0,0,0
4950,5654,44088.07,0,0,0
8188,4412,44119.673,0,0,0
3319,837,44161.573,0,0,0
2367,5672,44204.033,0,0,0
9821,1357,44216.18,0,0,0
8136,5612,44334.993,0,0,0
2569,4120,44343.297,0,0,0
6457,1325,44353.963,0,0,0
9842,4341,44362.2,0,0,0
1941,7518,44386.203,0,0,0
1941,5223,44407.873,0,0,0
8801,1723,44442.55,0,0,0
5430,1398,44472.257,0,0,0
2171,1514,44510.083,0,0,0
8457,559,44526.907,0,0,0
5713,4325,44528.71,0,0,0
1131,6845,44532.51,0,0,0
3767,2652,44548.53,0,0,0
9025,4529,44612.44,0,0,0
3460,1115,44638.733,0,0,0
142,3071,44651.19,0,0,0
9842,1312,44652.06,0,0,0
2469,1357,44654.987,0,0,0
3319,7460,44657.317,0,0,0
2569,535,44689.677,0,0,0
9025,4525,44696.433,0,0,0
8179,4536,44775.677,0,0,0
5279,7938,44818.76,0,0,0
5430,2947,44841.857,0,0,0
3460,1115,44926.827,0,0,0
9025,4520,44938.427,0,0,0
3817,3308,44942.463,0,0,0
5426,4533,44964.193,0,0,0
9501,5487,44966.413,0,0,0
9501,2977,44988.043,0,0,0
5138,5642,45025.243,0,0,0
2613,6736,45043.26,0,0,0
3460,1107,45172.09,0,0,0
7305,5468,45245.003,0,0,0
340,6736,45300.55,0,0,0
5741,559,45303.013,0,0,0
8764,2663,45312.817,0,0,0
4496,5923,45348.367,0,0,0
8625,3111,45374.417,0,0,0
3460,1116,45399.81,0,0,0
300,2013,45438.57,0,0,0
8089,6891,45447.08,0,0,0
8393,2977,45450.997,0,0,0
2856,3630,45472.27,0,0,0
2364,2042,45511.103,0,0,0
9025,5154,45559.103,0,0,0
6385,3922,45580.237,0,0,0
5476,1731,45605.39,0,0,0
3460,1115,45634.433,0,0,0
6088,2453,45658.023,0,0,0
9600,3819,45668.24,0,0,0
654,3636,45716.987,0,0,0
8934,6031,45742.287,0,0,0
5328,4832,45755.413,0,0,0
6160,2645,45771.103,0,0,0
5741,1051,45811.88,0,0,0
3212,2315,45812.173,0,0,0
4037,1581,45824.64,0,0,0
1322,7643,45828.627,0,0,0
8473,1420,45856.173,0,0,0
6840,5932,45857.993,0,0,0
3648,5199,45887.63,0,0,0
3460,1093,45905.507,0,0,0
7768,7345,45923.457,0,0,0
6457,1417,45936.323,0,0,0
1481,4750,45954.57,0,0,0
2364,5814,45969.037,0,0,0
4037,6154,46083.407,0,0,0
1481,4751,46119.78,0,0,0
8722,1204,46121.78,0,0,0
3460,1115,46173.663,0,0,0
5161,4522,46190.78,0,0,0
8473,3688,46278.917,0,0,0
1564,278,46297.78,0,0,0
8722,6696,46302.337,0,0,0
7135,660,46308.73,0,0,0
1564,278,46363.837,0,0,0
913,4499,46400.907,0,0,0
3460,1107,46412.627,0,0,0
4965,2766,46515.683,0,0,0
4950,3576,46617.297,0,0,0
4965,5524,46624.813,0,0,0
9573,4844,46642.867,0,0,0
466,3308,46646.01,0,0,0
9573,2141,46648.51,0,0,0
9756,1906,46661.23,0,0,0
8765,3087,46667.47,0,0,0
4965,4534,46732.137,0,0,0
8765,660,46802.157,0,0,0
9756,2059,46804.183,0,0,0
5556,4758,46856.82,0,0,0
9092,977,46906.08,0,0,0
760,408,46920.427,0,0,0
3648,1621,46951.287,0,0,0
9092,2807,46957.79,0,0,0
8765,6133,46965.883,0,0,0
7466,2728,47019.953,0,0,0
6160,7082,47067.023,0,0,0
9969,7577,47094.857,0,0,0
7466,6242,47122.59,0,0,0
4766,4733,47125.5,0,0,0
9756,6230,47154.833,0,0,0
7632,3254,47162.473,0,0,0
6160,2758,47185.413,0,0,0
7293,3845,47200.167,0,0,0
9265,3276,47211.823,0,0,0
8473,3576,47224.923,0,0,0
184,7911,47228.613,0,0,0
7293,7945,47230.373,0,0,0
8765,1029,47260.627,0,0,0
5476,1156,47271.863,0,0,0
9756,1216,47327.883,0,0,0
8934,4822,47347.06,0,0,0
8112,973,47347.257,0,0,0
9573,4843,47358.887,0,0,0
2284,442,47359.98,0,0,0
9256,559,47373.04,0,0,0
6806,5672,47375.34,0,0,0
8112,1071,47412.407,0,0,0
177,3727,47506.407,0,0,0
4460,4602,47509.973,0,0,0
4766,6543,47519.737,0,0,0
9842,2490,47520.08,0,0,0
8112,4519,47550.857,0,0,0
6516,1231,47577.567,0,0,0
9573,5556,47580.643,0,0,0
5556,860,47612.653,0,0,0
367,2308,47618.577,0,0,0
3140,479,47627.453,0,0,0
8934,4823,47628.013,0,0,0
5403,3922,47688.75,0,0,0
4385,4701,47702.993,0,0,0
4946,2045,47717.753,0,0,0
5556,4519,47735.75,0,0,0
3140,2324,47757.463,0,0,0
741,4413,47767.633,0,0,0
9105,2724,47837.623,0,0,0
5476,3308,47861.317,0,0,0
8179,5327,47865.86,0,0,0
5556,3689,47866.423,0,0,0
3705,2904,47880.027,0,0,0
3024,4473,47900.08,0,0,0
5040,6951,47916.493,0,0,0
5040,6871,48069.823,0,0,0
1631,3308,48074.09,0,0,0
5724,6810,48084.837,0,0,0
8179,6792,48113.82,0,0,0
857,7196,48133.157,0,0,0
3049,2674,48161.2,0,0,0
8179,3001,48177.673,0,0,0
4946,2315,48177.91,0,0,0
3909,2037,48191.647,0,0,0
5785,5020,48213.307,0,0,0
6137,5169,48245.45,0,0,0
5556,6494,48250.717,0,0,0
741,3730,48300.62,0,0,0
1696,3308,48322.803,0,0,0
5556,4414,48340.53,0,0,0
177,4799,48357.083,0,0,0
9320,5175,48381.78,0,0,0
7135,4519,48418.757,0,0,0
177,5455,48452.673,0,0,0
5027,1858,48530.457,0,0,0
9320,5174,48548.873,0,0,0
5162,5815,48691.95,0,0,0
2803,1103,48718.223,0,0,0
8022,6639,48751.71,0,0,0
8112,4522,48754.437,0,0,0
5876,944,48796.35,0,0,0
1663,449,48823.263,0,0,0
5604,1147,48841.41,0,0,0
8046,5515,48858.537,0,0,0
8530,6293,48940.987,0,0,0
5040,11,48949.627,0,0,0
6487,6824,48969.26,0,0,0
1944,4191,48974.77,0,0,0
915,7068,49030.027,0,0,0
1219,4993,49057.11,0,0,0
6137,1431,49092.657,0,0,0
7777,5815,49095.273,0,0,0
2965,2604,49134.303,0,0,0
6268,1996,49190.917,0,0,0
3624,1291,49192.723,0,0,0
4078,270,49208.467,0,0,0
8897,5164,49221.703,0,0,0
510,7058,49244.243,0,0,0
2762,5905,49247.837,0,0,0
9100,5814,49292.663,0,0,0
1941,4070,49296.157,0,0,0
6567,3460,49302.057,0,0,0
8504,4832,49342.147,0,0,0
5161,6027,49356.023,0,0,0
2684,3623,49371.12,0,0,0
